active,byline,city,currency,description,end_date,funded_amt,funded_pct,headline,state,title,url
0,,,,The only good looking music app in portrait- AND landscape mode! Gesture-driven and easy to use. Let's make music on iOS great again!,,,,"Lignite Music Player for iOS, Pebble, Apple Watch & iPad",,"Lignite Music Player for iOS, Pebble,",https://www.kickstarter.com/projects/lignite/lignite-ios-music-player-for-ios?ref=category
0,,,,"This is not the first smart lock for your luggage.
This is the first true lock for your luggage.",,,,AirBolt: The Truly Smart Travel Lock.,,AirBolt:,https://www.kickstarter.com/projects/906867657/airbolt-the-truly-smart-travel-lock?ref=category
0,,,,"Compact 500Ws Li-Ion battery moonlight, built-in 2.4GHz receiver for Sony, Canon, Pentax, Nikon up to 1/8000th, 645Z/D up to 1/4000th",,,,"PRIOLITE ULTRA, 1/8000th Flash Sync Compact Li-Ion Monolight",,"PRIOLITE ULTRA, 1/8000th Flash Sync Compact Li-",https://www.kickstarter.com/projects/priolite/priolite-ultra-1-8000th-flash-sync-compact-li-ion?ref=category
0,,,,I'm creating an online course to teach people how to make iPhone apps. We'll use Xcode 8 and Swift to make iOS 10 apps.,,,,Learn to Code - Create iOS 10 Apps With Swift 3,,Learn to Code -,https://www.kickstarter.com/projects/1766493251/learn-to-code-create-ios-10-apps-with-swift-3?ref=category
0,,,,A legend in sound has done it again - ADEL the world’s first and only RealLoud tech that makes music safer with amazingly better sound!,,,,World’s 1st Earphones that save your hearing & your music!,,World’s,https://www.kickstarter.com/projects/1043330169/realloud-technology-that-saves-your-hearing-and-yo?ref=category
0,,,,"Quick reference for GPIO Zero coding. Python code &  Raspberry Pi port ID labels on a beautiful 12""/30cm PCB ruler",,,,RasPiO GPIO Zero Code Reference Ruler for Raspberry Pi,,RasPiO,https://www.kickstarter.com/projects/raspitv/raspio-gpio-zero-code-reference-ruler-for-raspberr?ref=category
0,,,,Highly efficient system to grow herbs and baby vegetables year round. Enjoy tasty and healthy greens with no effort!,,,,Véritable - The Autonomous Indoor Garden,,Véritable -,https://www.kickstarter.com/projects/veritable-potager/veritable-the-autonomous-indoor-garden?ref=category
0,,,,"Make wired headphones wireless. Plug in pure wireless hifi sound. Make hands free phone calls, Siri, Google Now, Skype. Looks great.",,,,The BTunes: Plug in Pure Wireless HiFi Sound,,The BTunes:,https://www.kickstarter.com/projects/2116595848/the-btunes-plug-in-pure-wireless-hifi-sound?ref=category
0,,,,"Help save our team's dearest, most faithful friend, Cletus. We want to show him to the world.",,,,Save Cletus,,Save Cletus,https://www.kickstarter.com/projects/1211948246/save-cletus?ref=category
0,,,,Learning programming the fun way: Become a Python developer by building 10 small apps and learn all the basics in context.,,,,Python Jumpstart by Building 10 Apps [video course],,Python,https://www.kickstarter.com/projects/mikeckennedy/python-jumpstart-by-building-10-apps-video-course?ref=category
0,,,,"Next generation health and human performance technology for breathing, posture and mindfulness training.",,,,BreatheAware | The Power Within You,,BreatheAware,https://www.kickstarter.com/projects/1668697155/breatheaware-the-power-within-you?ref=category
0,,,,"Ultimate Beginner Course Series: Enjoy a beginner-friendly forum for creating polished iPhone apps using Swift 2, iOS 9, and Xcode 7.",,,,Super Easy iPhone Apps - How to Make your First iOS9 App,,Super Easy iPhone Apps -,https://www.kickstarter.com/projects/paulsolt/super-easy-iphone-apps-how-to-make-your-first-ios9?ref=category
0,,,,Tempi Is a Cool Bluetooth Device That Gives Accurate Temperature and Humidity Readings.,,,,Tempi - Smart Temperature and Humidity,,Tempi -,https://www.kickstarter.com/projects/vencipio/tempi-smart-temperature-and-humidity?ref=category
0,,,,LEGOs of the future. Create amazing projects by plugging the world around you to your computer or internet.,,,,VERVE 2: Connect your world to your computer and internet,,VERVE 2:,https://www.kickstarter.com/projects/54060271/verve2-connect-your-world-to-your-computer-and-int?ref=category
0,,,,"jimmyCASE is now selling worldwide at thejimmyCASE.com, [link below].  Our cases are made by hand by skilled artisans in a great factory in East Los Angeles.  Thanks all our Kickstarter supporters. More to come....",,,,iPhone 6 Wallet Case by jimmyCASE,,iPhone,https://www.kickstarter.com/projects/thejimmycase/iphone-6-wallet-by-jimmycase?ref=category
0,,,,World's First Infrared Photography App. Transform your images from drab to fab! #INFRA emulates the dreamy look of Aerochrome film.,,,,#INFRA - Make Infrared Photography Great Again!,,#INFRA -,https://www.kickstarter.com/projects/infra/infra-make-infrared-photography-great-again?ref=category
0,,,,Imagine a camera that's smaller and wireless that you install anywhere. That’s WiCAM. WiFi and Bluetooth enabled coin cam!,,,,WiCAM: The programmable wireless coin cam,,WiCAM:,https://www.kickstarter.com/projects/1628949700/wicam-the-programmable-wireless-coin-cam?ref=category
0,,,,"Course that teaches you how to automate simple tasks in python like  automatically generate reports, cleaning data, and merging files.",,,,Python Away the Sucky Parts of Your Job,,Python,https://www.kickstarter.com/projects/49286728/python-away-the-sucky-parts-of-your-job?ref=category
0,,,,"Creates music synchronized LED light shows in real-time.  Small enough to wear, powerful enough for a stage.",,,,The Smartest Music Reactive LED Controller - ViVi,,The Smartest Music Reactive LED Controller -,https://www.kickstarter.com/projects/1777925564/vivi-music-led-controller-0?ref=category
0,,,,"Rugged, great sounding boomboxes for all of life's adventures.",,,,DEMERBOX - Rugged Wireless Boom Box - Bluetooth Speakers,,DEMERBOX - Rugged Wireless Boom Box -,https://www.kickstarter.com/projects/demerbox/demerbox-rugged-wireless-boomboxes?ref=category
0,,,,Flexsolar® Portable USB Solar Charger,,,,Powerleaf :Intelligent Solar Charger with A-Grade Materials,,Powerleaf :Intelligent Solar Charger with A-,https://www.kickstarter.com/projects/flexsolar/powerleaf-intelligent-solar-charger-with-a-grade-m?ref=category
0,,,,,,,,Orbit Pole :Adventure Seekers Wanted,,Orbit Pole :,https://www.kickstarter.com/projects/753318740/orbit-pole-control-your-action-cameras-pov?ref=category
0,,,,"Turn any EVSE into a smart charging station, enjoy world-class smartphone / web interfaces, and charge your EV using clean energy",,,,JuicePlug - an $89 Universal Smart EV Charging Adapter,,JuicePlug -,https://www.kickstarter.com/projects/emw/juiceplug-a-universal-smart-ev-charging-adapter?ref=category
0,,,,"PowerPod is a revolutionary power meter that mounts under the handlebars, providing superior accuracy, portability, and affordability.  Now available at powerpodsports.com",,,,PowerPod power meter for cycling fitness,,PowerPod,https://www.kickstarter.com/projects/powerpod/powerpod-power-meter-for-cycling-fitness?ref=category
0,,,,An App for those seeking guidance and mindfulness. Come connect with Bobby and each other,,,,REAL - A Guide for Living - more than just a meditation app,,REAL - A Guide for Living -,https://www.kickstarter.com/projects/2127883355/real-a-guide-for-living-more-than-just-a-meditatio?ref=category
0,,,,What if we built a rocket that is better than a NASA or commercially available rocket? What if we did it with students?,,,,Starscraper: The Next Generation of Suborbital Rockets,,Starscraper:,https://www.kickstarter.com/projects/burpg/starscraper-the-next-generation-of-suborbital-rock?ref=category
0,,,,Compact and powerful open source robot controllers that fit perfectly on your Raspberry Pi Zero. Take control of 6 motors and more...,,,,Dark Control : Robot controllers for the Raspberry Pi Zero,,Dark Control :,https://www.kickstarter.com/projects/shrkey/dark-control-robot-controllers-for-the-raspberry-p?ref=category
0,,,,BlinkyTile is a system of LED lights on pentagonal tiles for creating dynamic light sculptures in any shape you can imagine!,,,,BlinkyTile: Build Your Own Dynamic Light Sculptures,,BlinkyTile:,https://www.kickstarter.com/projects/740956622/blinkytile-build-your-own-dynamic-light-sculptures?ref=category
0,,,,Open source design lowers cost by 2/3rds of building Raspberry Pi Compute 1&2 powered cool stuff.,,,,"OpenPi: wireless computer for inventors, makers and coders",,"OpenPi: wireless computer for inventors,",https://www.kickstarter.com/projects/wirelessthings/openpi-wireless-computer-for-inventors-makers-and?ref=category
0,,,,"Arduberry unites Arduino shields and the Raspberry Pi with a simple, inexpensive hardware solution. Slide on, copy your code, and go.",,,,Arduberry: Unite Raspberry Pi and Arduino,,Arduberry:,https://www.kickstarter.com/projects/john-cole/arduberry-unite-raspberry-pi-and-arduino?ref=category
0,,,,"Cordless and melts Lead-Free Solder! Lasts hours and recharges from a USB port! Open Source Hardware, replaceable tips, easy-to-use!",,,,Solderdoodle Pro: 700ºF USB Rechargeable Soldering Iron,,Solderdoodle Pro:,https://www.kickstarter.com/projects/249225636/solderdoodle-pro-700of-usb-rechargeable-soldering?ref=category
0,,,,"KREATION can be used to make your own plastic models, prototypes, molds and parts. Bring your ideas to life!",,,,Kreation Vacuum Former - Make Plastic Prototypes and Toys,,Kreation Vacuum Former -,https://www.kickstarter.com/projects/kreation/kreation-vacuum-former-make-plastic-prototypes-and-0?ref=category
0,,,,Raising money to put my first line of guitar pedals into production.,,,,GUITAR PEDALS BY TOMKAT,,GUITAR,https://www.kickstarter.com/projects/tomkatpedals/guitar-pedals-by-tomkat?ref=category
0,,,,"EasyTouch is the world's easiest to use capacitive touch sensor. Turn bananas, pencil drawings, water, or fabric into a touch button.",,,,EasyTouch: Turn your world into a touch sensor,,EasyTouch:,https://www.kickstarter.com/projects/54060271/easytouch-turn-your-world-into-a-touch-sensor?ref=category
0,,,,Wear Ditto and quit worrying about checking your phone a zillion times a day.  You'll get notified when something important happens.,,,,Ditto - Don't miss important calls.  Don't forget your phone,,Ditto -,https://www.kickstarter.com/projects/ditto/ditto?ref=category
0,,,,"Stepcraft universal desktop CNC solution. Turn your ideas into reality - CNC milling, 3D Printing, Laser Cut/Engraving and much more!",,,,Stepcraft 2: Universal Desktop CNC / 3D Printer / Laser,,Stepcraft 2:,https://www.kickstarter.com/projects/stepcraft2/stepcraft-2-universal-desktop-cnc-3d-printer-for-e?ref=category
0,,,,Percko is an undershirt that teaches you how to have the right posture,,,,Percko - Wear it and get perfect posture,,Percko -,https://www.kickstarter.com/projects/778002582/percko-wear-it-and-get-perfect-posture?ref=category
0,,,,"Create your own smartwatch, remote sensor tag, or sophisticated home controller with this small, sleek, BLE-enabled, low power dev kit.",,,,Hexiwear – a wearable development kit for the IoT era,,Hexiwear,https://www.kickstarter.com/projects/1351029401/hexiwear-a-wearable-development-kit-for-the-iot-er?ref=category
0,,,,"Raspberry Pi sound card with volume knobs, microphone, headphone, RCAs, crystal locked audio input and output. Stack more hats on top.",,,,Audio Injector Stereo Sound Card for the Raspberry Pi,,Audio,https://www.kickstarter.com/projects/1250664710/audio-injector-sound-card-for-the-raspberry-pi?ref=category
0,,,,"The perfect fit for EDC, medical, survivalist, veterinarians, utility,  or favorite hobby - OPS III (Operating Pocket Scalpel knife).",,,,THE PERFECT FIT...OPS III - EDC Pocket Scalpel Knife,,THE PERFECT FIT...OPS III -,https://www.kickstarter.com/projects/scalpelknife/the-perfect-fitops-iii-pocket-scalpel-knife?ref=category
0,,,,"With PhoneSoap XL, you can sanitize tablets, multiple phones, or any other objects that fit inside in just 5 minutes.",,,,PhoneSoap XL: Tablet UV Sanitizer and Universal Charger,,PhoneSoap XL:,https://www.kickstarter.com/projects/119736681/phonesoap-xl-tablet-uv-sanitizer-and-universal-cha?ref=category
0,,,,"Customizable real-time display used to inform you of notifications, tasks, metrics, emails and many more!",,,,"Noteu - Facebook, Email, Paypal at a glance",,"Noteu - Facebook, Email,",https://www.kickstarter.com/projects/jackt/noteu-facebook-email-paypal-at-a-glance?ref=category
0,,,,"With a new makerspace and learning experiences, Kiski Area Upper Elementary is bridging STEM and the humanities with hands-on learning",,,,Kiski Area Upper Elementary Makerspace,,Kiski,https://www.kickstarter.com/projects/169546454/kiski-area-upper-elementary-makerspace?ref=category
0,,,,"A group of high school students are building a near-space balloon, that will capture stunning HD video of the earth from near-space.",,,,Students building a near-space balloon with live video,,Students building a near-,https://www.kickstarter.com/projects/1363622140/students-building-a-near-space-balloon-with-live-v?ref=category
0,,,,"1000 lumen USB rechargeable lantern flashlight with 4000mAh USB battery backup and 360 bike mount. Charge any device, iPhone, Pebble.",,,,LANTERN: The Ultimate Multifunctional Light!,,LANTERN:,https://www.kickstarter.com/projects/lantern/lantern-1000-lumen-flashlight-with-usb-battery-bac?ref=category
0,,,,The World's Smartest NFC Tag That Gives You Complete Control Over Your Smartphone With Just a Single Tap,,,,TAP DEVICE - Automate Your Phone,,TAP DEVICE -,https://www.kickstarter.com/projects/tapdevice/tap-device-automate-your-phone?ref=category
0,,,,"An innovative electronic gadget that automatically creates tuning recommendations for your bike suspension, while you ride.",,,,ShockWiz: Automated Suspension Tuning for Mountain Bikes,,ShockWiz:,https://www.kickstarter.com/projects/dustydynamics/shockwiz-automated-suspension-tuning-for-mountain?ref=category
0,,,,"Where young people get to Discover, Make & Create the future with world leading resources, innovations, ideas and people.",,,,LonDIN- London's Digital Inclusion Network,,LonDIN-,https://www.kickstarter.com/projects/londin/londin-londons-digital-inclusion-network?ref=category
0,,,,World's easiest way to wirelessly connect your Arduino to the world. It takes literally 1 minute to set up.,,,,EasyPlug Air: The wireless sensor shield for Arduinos,,EasyPlug Air:,https://www.kickstarter.com/projects/54060271/easyplug-air-the-wireless-sensor-shield-for-arduin?ref=category
0,,,,$8 Main board. Professional Quality. Easy to build - plug in modules & speakers. Powerful - up to 20 Watts. Bluetooth / WiFi /  Line in,,,,BRiK DIY Wireless Speaker System - Customize It Your Way,,BRiK DIY Wireless Speaker System -,https://www.kickstarter.com/projects/brik/brik-diy-wireless-speaker-system-customize-it-your?ref=category
0,,,,"LattePanda is featured with quad-core 1.8Ghz, 2/4G RAM, 32/64 GB eMMC, WIFI, Bluetooth 4.0 and USB 3.0, plus onboard Arduino processor!",,,,LattePanda - A £45 Win10 Dev Board For Everything,,LattePanda -,https://www.kickstarter.com/projects/139108638/lattepanda-a-45-win10-computer-for-everything?ref=category
0,,,,"The Smallest, Loudest, Smartest Motorcycle & Scooter Horn Available. Dual volumes provide Friendly / Angry modes",,,,SHOCKWAVE – The First Smart Motorcycle Warning System,,SHOCKWAVE,https://www.kickstarter.com/projects/846667950/shockwave-the-first-smart-motorcycle-warning-syste?ref=category
0,,,,"MangoCube is Arduino compatible, tiny, ATmega32U4 board in colorful case with 3 versions: MangoCube LEO, BLE (Bluetooth 4) and WiFi IoT",,,,MangoCube; the Pocket sized Arduino compatible board,,MangoCube;,https://www.kickstarter.com/projects/530456128/mangocube-the-pocket-sized-arduino-compatible-boar?ref=category
0,,,,Take studio quality anywhere you go. Beautiful light & premium colour rendition. From the creators of the Scorpion Light.,,,,"The Tile Light : Pocket-sized, Premium Film Lighting",,"The Tile Light : Pocket-sized,",https://www.kickstarter.com/projects/blindspotgear/the-tile-light-pocket-sized-premium-film-lighting?ref=category
0,,,,A simple accessory that attaches to the end of any long stick on the course and allows you to hook and retrieve your disc from water.,,,,Hooker: An ultra portable Disc Golf disc retriever,,Hooker:,https://www.kickstarter.com/projects/1998139804/hooker-an-ultra-portable-disc-golf-disc-retriever?ref=category
0,,,,"Connect your iPhone, iPad and Mac to any other device wirelessly. DoBox gives you the freedom of full connectivity.",,,,DoBox - portable wireless dock for Apple devices,,DoBox -,https://www.kickstarter.com/projects/thisisdobox/dobox-portable-wireless-dock-for-apple-devices?ref=category
0,,,,Are you a maker or hobbyist? This DIY electronics kit gives you the instructions and supplies to build a Rubik's cube solver!,,,,DIY Rubisolver Kit: Build a Rubik's cube solving machine,,DIY Rubisolver Kit:,https://www.kickstarter.com/projects/kitables/diy-rubisolver-kit-build-a-rubiks-cube-solving-mac?ref=category
0,,,,Free project management application for your mobile device.,,,,Freedcamp Mobile App - the free project management platform,,Freedcamp Mobile App -,https://www.kickstarter.com/projects/111591958/freedcamp-mobile-app-the-free-project-management-p?ref=category
0,,,,"Nimb is a ring with a concealed button that notifies family, friends, emergency services and the Nimb community when you’re in trouble.",,,,Nimb: A Smart Ring That Helps You Feel Safe And Sound,,Nimb:,https://www.kickstarter.com/projects/1629204423/nimb-a-smart-ring-that-keeps-you-safe-and-sound?ref=category
0,,,,A Gear Driven Wooden Machine to Make Wonderful Drawings!,,,,Cycloid Drawing Machine,,Cycloid Drawing Machine,https://www.kickstarter.com/projects/1765367532/cycloid-drawing-machine?ref=category
0,,,,Re-inventing the way we look at our planet by sending 5 cameras to near space to create the first 360 panoramic view of the earth.,,,,Earth 360,,Earth 360,https://www.kickstarter.com/projects/2113709224/earth-360?ref=category
0,,,,A smart interface that allows you to build your own powerful and portable mobile device charger.,,,,SolarBoost - Make Your Own USB Solar Mobile Charger,,SolarBoost -,https://www.kickstarter.com/projects/hackenchip/solarboost-make-your-own-usb-solar-mobile-charger?ref=category
0,,,,Hubpixed is a 4 Port USB 2.0 Hub that will seamlessly connect to Raspberry Pi Zero without any connector.,,,,Hubpixed - Raspberry Pi Zero Hub without Cable,,Hubpixed -,https://www.kickstarter.com/projects/1728237598/hubpixed-raspberry-pi-zero-hub-without-cable?ref=category
0,,,,"TrapTap is a legal and simple device that you put anywhere in your car to be warned of speed traps, school zones, & red light cameras.",,,,TrapTap - The World's Simplest Traffic Indicator,,TrapTap -,https://www.kickstarter.com/projects/traptap/traptap-a-wireless-speed-trap-indicator?ref=category
0,,,,A sleek design bottle combined with a Tamagochi-like smart toy that keeps kids hydrated and healthy.,,,,Gululu | the interactive bottle that keeps kids hydrated,,Gululu,https://www.kickstarter.com/projects/gululu/gululu-the-interactive-bottle-that-keeps-kids-hydr?ref=category
0,,,,"Padcaster VERSE is the first mobile-media case built for iPhone, Android and your favorite tablet, too.",,,,Padcaster VERSE,,Padcaster VERSE,https://www.kickstarter.com/projects/thepadcaster/padcaster-verse?ref=category
0,,,,Pan +Tilt your GoPro 360° with MicroJib 2. Go big with the MJ XL! Get wet with the Flow -the only extendable hand grip that floats!,,,,MicroJib | 3 Innovative Products for Your GoPro®,,MicroJib,https://www.kickstarter.com/projects/489033307/microjib-3-innovative-products-for-your-gopro?ref=category
0,,,,"Bring Strength, Durability & Privacy To Your Mobile Device. Tempered Glass; We've Redesigned It.",,,,Peek Screen | Redefine Privacy & Protection for your iPhone,,Peek,https://www.kickstarter.com/projects/slowlabs/peek-screen-redefine-privacy-and-protection-for-yo?ref=category
0,,,,"An electric spinning wheel for knitters, crochets, and anyone wanting to make their own yarn.",,,,Electric Eel Wheel - A Spinning Wheel for Fiber Lovers,,Electric Eel Wheel -,https://www.kickstarter.com/projects/1492884446/electric-eel-wheel-a-spinning-wheel-for-fiber-love?ref=category
0,,,,"Featuring a 32-bit 48MHz ARM Cortex M0+ processor, the Neutrino is fully compatible with the Arduino Zero!",,,,Neutrino: The tiny 32-bit Arduino Zero compatible!,,Neutrino: The tiny 32-,https://www.kickstarter.com/projects/rabidprototypes/neutrino-the-tiny-32-bit-arduino-zero-compatible?ref=category
0,,,,"Turn your dull, unproductive meetings into energy-charged collaborative sessions that foster collective creativity.",,,,mc squares: a dry-erase system for creative spaces,,mc squares: a dry-,https://www.kickstarter.com/projects/mcsquares/mc-squares-a-dry-erase-system-for-creative-spaces?ref=category
0,,,,Help us expand the Nova Labs Makerspace in Northern Virginia so that many more people can rediscover the joy of making things!,,,,Nova Labs v2.0: Help build a better makerspace!,,Nova Labs v2.0:,https://www.kickstarter.com/projects/nova-labs/nova-labs-v20-help-build-a-better-makerspace?ref=category
0,,,,Revolutionary solid titanium micro ear plugs that isolate you from noise like never before.,,,,ISOLATE® - Switch off your ears!,,ISOLATE® -,https://www.kickstarter.com/projects/584645150/isolate-switch-off-your-ears?ref=category
0,,,,It's not to late to put in a pre-order for Ripcord.  Just click the link below and you can order what you require. Orders will ship with kickstarter orders.,,,,Ripcord - The plug 'n play anywhere USB power cable,,Ripcord -,https://www.kickstarter.com/projects/48955335/ripcord-the-plug-n-play-anywhere-usb-power-cable?ref=category
0,,,,"LEMON is the First Wireless Speaker combining the Most Unique 3D Sound with Voice Recognition, Solar Powered, Power Bank, Waterproof…",,,,LEMON: Most Advanced Solar Powered Smart Wireless Speaker,,LEMON:,https://www.kickstarter.com/projects/lemoncalifornia/california-roll-0?ref=category
0,,,,A smart auto ramping intervalometer that's also a portal to your camera.  Setup and preview time-lapse from the VIEW or your smartphone,,,,"VIEW Intervalometer: Auto Ramp, Instant Preview, WiFi Remote",,"VIEW Intervalometer: Auto Ramp, Instant Preview,",https://www.kickstarter.com/projects/elijahparker/view-intervalometer-auto-ramping-and-wifi-camera-r?ref=category
0,,,,Necksound is a necklace shaped high quality audio system with a modern and sporty design. Listen to your music while doing sport!,,,,Necksound: Smart wireless necklace wearable music device,,Necksound:,https://www.kickstarter.com/projects/1892029779/necksound-smart-wireless-necklace-wearable-music-d?ref=category
0,,,,"Patented earplugs with adjustable noise reduction filters, integrated wireless Bluetooth earphones, custom colors, and logo selection.",,,,You Tune - Adjustable Earplugs and Wireless Earphones,,You Tune -,https://www.kickstarter.com/projects/44316938/you-tune-adjustable-earplugs-and-wireless-earphone?ref=category
0,,,,"Knoc ""uber-izes"" idle resource in colleges (ex. knowledge, skills) and connects students based on their needs and their ability to help",,,,"Knoc: an app promoting the ""sharing of economy"" in colleges",,Knoc:,https://www.kickstarter.com/projects/846824583/knoc-the-best-app-for-college-students-to-earn-mon?ref=category
0,,,,Redefining expectations with the first low cost large build area (15x15x15) consumer 3D printer. Change is here; accept nothing less.,,,,Cobblebot 3D Printer,,Cobblebot 3D Printer,https://www.kickstarter.com/projects/cobblebot/cobblebot-3d-printer?ref=category
0,,,,"The Stand and Charger Line for Apple Watch which could take all, iPhone 5 and 6 series or 6plus or your iPad Mini/Air. All in one place",,,,PREMIUM ONE-First All-in One Dock for Apple Watch & iPhone,,PREMIUM ONE-First All-,https://www.kickstarter.com/projects/289346553/premium-one-dock-and-charge-apple-watch-and-iphone?ref=category
0,,,,IOFIT is the world’s first smart shoes that helps golfers quickly and smartly improve their game while having fun.,,,,IOFIT: The First Smart Shoes To Improve Your Golf Game!,,IOFIT:,https://www.kickstarter.com/projects/1325722173/iofit-the-first-smart-shoes-to-improve-your-golf-g?ref=category
0,,,,Arduino compatible! Record & playback up to 8x sound bytes with more than 11 minutes of recording room! Use your PC or your voice!,,,,The Arduino Compatible HQ Record & Playback Audio Module,,The,https://www.kickstarter.com/projects/172204344/the-arduino-compatible-hq-record-and-playback-audi?ref=category
0,,,,Dazzle your friends and guests with a personalized home light show. Browse popular patterns or build your own from scratch!,,,,Flickerstrip: The customizable home Wi-Fi LED light strip,,Flickerstrip: The customizable home Wi-,https://www.kickstarter.com/projects/hohmbody/flickerstrip-create-your-own-personal-light-show?ref=category
0,,,,"YAB is the solution to your forgetful mind, locating your car faster and easier right from the palm of your hand.",,,,YAB - Never Forget Where You Parked,,YAB -,https://www.kickstarter.com/projects/partotech/yab-never-forget-where-you-parked?ref=category
0,,,,"Meet Max, the versatile mini tripod for big camera rigs! Get steady shots in tight spots where standard tripods don’t dare to go.",,,,Platypod Pro Max,,Platypod Pro Max,https://www.kickstarter.com/projects/651622436/platypod-pro-max?ref=category
0,,,,Evolved Solderless Breadboard! Stackable board with thru-holes for multiple-layer design. And what’s more is it’s LEGO® friendly!,,,,Cake Board : New LEGO® Friendly Solderless Breadboard!,,Cake Board :,https://www.kickstarter.com/projects/252587878/cake-board-new-lego-friendly-solderless-breadboard?ref=category
0,,,,Let’s join together to help 100 military families smooth the transition from the service to civilian employment.,,,,AALLII: Employment Solutions for Military Families,,AALLII:,https://www.kickstarter.com/projects/563802164/aallii-employment-solutions-for-military-families?ref=category
0,,,,"SOTA is a modern,contemporary object your home can't miss! Couch arm table with a phone stand to get 100% satisfaction from your relax!",,,,SOTA is back for your best relax with 3 new colors!,,SOTA,https://www.kickstarter.com/projects/lohntech/sota-is-back-for-your-best-relax-with-3-new-colors?ref=category
0,,,,"Designed by a NASA scientist, this vest burns up to a pound of fat per week (500 calories/day) using comfortable, mild cold exposure.",,,,The Cold Shoulder Calorie Burning Vest,,The,https://www.kickstarter.com/projects/969324769/the-cold-shoulder-calorie-burning-vest?ref=category
0,,,,Intelligently designed to pack a lot of hardware & software in a small body. See for yourself what makes it so awesome...,,,,"YoCam | The Smartest, Lightest Waterproof Camera.",,"YoCam | The Smartest,",https://www.kickstarter.com/projects/2121748736/yocam-the-worlds-most-versatile-waterproof-life-ca?ref=category
0,,,,"High quality truly wireless earbuds, without the high price! Experience 100% wire-free, stereo audio for hours with these tiny earbuds!",,,,FireFlies - Truly Wire-Free Earbuds - Music Without Limits!,,FireFlies - Truly Wire-Free Earbuds -,https://www.kickstarter.com/projects/876321144/fireflies-affordable-wire-free-earbuds?ref=category
0,,,,"UPDATE: We hit our goal!  
But the awesomeness isn't over - we have a stretch goal of $48,000- WAIT, MAKE THAT $55,000!",,,,Makerspace for Teen Entrepreneurs @ The Possible Project!,,Makerspace,https://www.kickstarter.com/projects/1026490730/makerspace-for-teen-entrepreneurs-needs-a-laser-cu?ref=category
0,,,,"Secure Password Journal and a Stainless Steel Bracelet Specifically Designed to Create and Store Unique, Hack-proof Internet Passwords",,,,Secure Password Journal,,Secure Password Journal,https://www.kickstarter.com/projects/programming/password-generating-book?ref=category
0,,,,With your help we can revolutionize website design curriculum in high schools.,,,,Revolutionizing Website Design Curriculum in High Schools,,Revolutionizing,https://www.kickstarter.com/projects/stemfuse/revolutionizing-website-design-curriculum-in-high?ref=category
0,,,,"An innovative, high performance suspension skateboard truck, ultra durable, long awaited enhancement to the skateboard industry.",,,,Avenue Suspension Skateboard Trucks,,Avenue,https://www.kickstarter.com/projects/avenuetrucks/avenue-suspension-skateboard-trucks?ref=category
0,,,,Pro-grade transformer UAV for fast and efficient fixed wing cruise and vertical take-off and landing. Cargo delivery and drop. 4K Cam.,,,,Krossblade SkyProwler VTOL Transformer UAV,,Krossblade,https://www.kickstarter.com/projects/350745213/krossblade-skyprowler-vtol-transformer-uav?ref=category
0,,,,"Amänō. Your most valuable devices now comfortably and securely in hand.  A strong, slim, stylish & versatile addition to any phone.",,,,"Amänō, Your Phone's Perfect Mate",,"Amänō,",https://www.kickstarter.com/projects/bullz-i/the-ring-your-phones-perfect-mate?ref=category
0,,,,"Finally, the missing pieces to the Raspberry Pi: Pi2Grover Interface, a Grove Analog To Digital Converter and a Digital Grove Expander.   All now available at store.switchdoc.com and amazon.com",,,,The Missing Raspberry Pi Boards - IOT Prototyping Magic!,,The Missing Raspberry Pi Boards -,https://www.kickstarter.com/projects/sunair/the-missing-raspberry-pi-boards-iot-prototyping-ma?ref=category
0,,,,Melts solder and recharges from a USB port! Ergonomic design. Replaceable tips. Easy-to-use!,,,,Solderdoodle Pro 2.0: Rechargeable USB Soldering Iron,,Solderdoodle Pro 2.0:,https://www.kickstarter.com/projects/249225636/solderdoodle-pro-20-rechargeable-usb-soldering-iro?ref=category
0,,,,"The Seventh Annual RI Mini Maker Faire returns to Providence on August 8, 2015. Help us make it happen!",,,,Rhode Island Mini Maker Faire 2015,,Rhode,https://www.kickstarter.com/projects/143072809/rhode-island-mini-maker-faire-2015?ref=category
0,,,,The cutting-edge OLED technology-based lamp for outdoor activities & everyday living that's energy efficient and does not attract bugs!,,,,TripLit: The World's First Portable OLED Light,,TripLit:,https://www.kickstarter.com/projects/alkilu/triplit-the-worlds-first-portable-oled-light?ref=category
0,,,,Monitor your cooking & bbq from your phone - and Amazon Alexa!  Synced conveniently to the cloud via WiFi and Bluetooth.,,,,FireBoard - Cloud Connected Smart Thermometer,,FireBoard -,https://www.kickstarter.com/projects/730646062/fireboard-cloud-connected-smart-thermometer?ref=category
0,,,,We are revolutionizing the way people train their interns and employees both online + in-person with our crowd-sourced social network.,,,,APPRENTICE PROGRAM: crowdsourced training for hero interns,,APPRENTICE PROGRAM:,https://www.kickstarter.com/projects/1095521723/apprentice-program-crowdsourced-training-for-hero?ref=category
0,,,,Sensor Infused Smart Training Apparel Powered by Your Real-Time Personal Trainer,,,,Sensoria Artificial Intelligence Sportswear,,Sensoria,https://www.kickstarter.com/projects/sensoriafitness/sensoria-artificial-intelligence-sportswear?ref=category
